IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2021,true,Sex,Male,SEX_MLE,Age Group,24 to 59 months,AGEGROUP_MONTHS24-59,,,,,,,81.03,,,,,,81.0,,ECDI 2030,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AMR,Americas,Country,MEX,Mexico,Year,2021,true,Sex,Both sexes,SEX_BTSX,Age Group,24 to 59 months,AGEGROUP_MONTHS24-59,,,,,,,81.5,,,,,,81.5,,ECDI 2030,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AMR,Americas,Country,SLV,El Salvador,Year,2021,true,Sex,Male,SEX_MLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,82.3,,,,,,82.3,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AMR,Americas,Country,SLV,El Salvador,Year,2021,true,Sex,Both sexes,SEX_BTSX,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,82.6,,,,,,82.6,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AMR,Americas,Country,SLV,El Salvador,Year,2021,true,Sex,Female,SEX_FMLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,82.9,,,,,,82.9,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2021,true,Sex,Both sexes,SEX_BTSX,Age Group,24 to 59 months,AGEGROUP_MONTHS24-59,,,,,,,82.9,,,,,,82.9,,ECDI 2030,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AMR,Americas,Country,MEX,Mexico,Year,2021,true,Sex,Male,SEX_MLE,Age Group,24 to 59 months,AGEGROUP_MONTHS24-59,,,,,,,85,,,,,,85.0,,ECDI 2030,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2021,true,Sex,Female,SEX_FMLE,Age Group,24 to 59 months,AGEGROUP_MONTHS24-59,,,,,,,85.1,,,,,,85.1,,ECDI 2030,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2021,true,Sex,Female,SEX_FMLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,85.2,,,,,,85.2,,North Sinai was excluded from the survey due to the special circumstances of the governorate.,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2021,true,Sex,Both sexes,SEX_BTSX,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,85.3,,,,,,85.3,,North Sinai was excluded from the survey due to the special circumstances of the governorate.,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2021,true,Sex,Male,SEX_MLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,85.4,,,,,,85.4,,North Sinai was excluded from the survey due to the special circumstances of the governorate.,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,MWI,Malawi,Year,2020,true,Sex,Male,SEX_MLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,55.5,,,,,,55.5,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,MWI,Malawi,Year,2020,true,Sex,Both sexes,SEX_BTSX,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,58.57,,,,,,58.6,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,MWI,Malawi,Year,2020,true,Sex,Female,SEX_FMLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,61.4,,,,,,61.4,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2020,true,Sex,Female,SEX_FMLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,67.2,,,,,,67.2,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2020,true,Sex,Both sexes,SEX_BTSX,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,68.63,,,,,,68.6,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2020,true,Sex,Male,SEX_MLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,69.65,,,,,,69.7,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2020,true,Sex,Male,SEX_MLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,70.38,,,,,,70.4,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2020,true,Sex,Both sexes,SEX_BTSX,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,73.3,,,,,,73.3,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2020,true,Sex,Female,SEX_FMLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,76.7,,,,,,76.7,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,EMR,Eastern Mediterranean,Country,PSE,"occupied Palestinian territory, including east Jerusalem",Year,2020,true,Sex,Male,SEX_MLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,81.7,,,,,,81.7,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,EMR,Eastern Mediterranean,Country,PSE,"occupied Palestinian territory, including east Jerusalem",Year,2020,true,Sex,Both sexes,SEX_BTSX,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,83.9,,,,,,83.9,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AMR,Americas,Country,ARG,Argentina,Year,2020,true,Sex,Male,SEX_MLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,85.14,,,,,,85.1,,The sample was national and urban,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AMR,Americas,Country,ARG,Argentina,Year,2020,true,Sex,Both sexes,SEX_BTSX,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,86.22,,,,,,86.2,,The sample was national and urban,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,EMR,Eastern Mediterranean,Country,PSE,"occupied Palestinian territory, including east Jerusalem",Year,2020,true,Sex,Female,SEX_FMLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,86.2,,,,,,86.2,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AMR,Americas,Country,ARG,Argentina,Year,2020,true,Sex,Female,SEX_FMLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,87.4,,,,,,87.4,,The sample was national and urban,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AMR,Americas,Country,TCA,Turks and Caicos Islands,Year,2020,true,Sex,Female,SEX_FMLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,88.2,,,,,,88.2,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AMR,Americas,Country,TCA,Turks and Caicos Islands,Year,2020,true,Sex,Both sexes,SEX_BTSX,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,91.07,,,,,,91.1,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AMR,Americas,Country,TCA,Turks and Caicos Islands,Year,2020,true,Sex,Male,SEX_MLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,93.49,,,,,,93.5,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2019,true,Sex,Male,SEX_MLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,33.6,,,,,,33.6,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,36.2,,,,,,36.2,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,38.7,,,,,,38.7,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,TCD,Chad,Year,2019,true,Sex,Male,SEX_MLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,42.7,,,,,,42.7,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,TCD,Chad,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,44.9,,,,,,44.9,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,TCD,Chad,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,47.1,,,,,,47.1,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,true,Sex,Male,SEX_MLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,59.1,,,,,,59.1,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,62.9,,,,,,62.9,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2019,true,Sex,Male,SEX_MLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,64.8,,,,,,64.8,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,65.2,,,,,,65.2,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,65.6,,,,,,65.6,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,SEN,Senegal,Year,2019,true,Sex,Male,SEX_MLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,66.3,,,,,,66.3,,Based on youngest child age 36-59 months,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,66.5,,,,,,66.5,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,SEN,Senegal,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,66.9,,,,,,66.9,,Based on youngest child age 36-59 months,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,SEN,Senegal,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,67.5,,,,,,67.5,,Based on youngest child age 36-59 months,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,true,Sex,Male,SEX_MLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,68.1,,,,,,68.1,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,70.8,,,,,,70.8,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2019,true,Sex,Male,SEX_MLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,71.4,,,,,,71.4,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2019,true,Sex,Male,SEX_MLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,71.8,,,,,,71.8,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,73.2,,,,,,73.2,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,73.5,,,,,,73.5,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AMR,Americas,Country,HND,Honduras,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,74.2,,,,,,74.2,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,DZA,Algeria,Year,2019,true,Sex,Male,SEX_MLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,74.4,,,,,,74.4,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,74.5,,,,,,74.5,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AMR,Americas,Country,HND,Honduras,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,74.62,,,,,,74.6,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2019,true,Sex,Female,SEX_FMLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,74.7,,,,,,74.7,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AMR,Americas,Country,HND,Honduras,Year,2019,true,Sex,Male,SEX_MLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,74.94,,,,,,74.9,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,EUR,Europe,Country,MKD,North Macedonia,Year,2019,true,Sex,Male,SEX_MLE,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,75.9,,,,,,75.9,,,EN,2024-03-18T00:00:00.000Z
SE_DEV_ONTRK,"Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)",numeric,AFR,Africa,Country,DZA,Algeria,Year,2019,true,Sex,Both sexes,SEX_BTSX,Age Group,36 to 59 months,AGEGROUP_MONTHS36-59,,,,,,,76.8,,,,,,76.8,,,EN,2024-03-18T00:00:00.000Z
